"time","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","D12","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","E11","E12","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","H1","H2","H3","H4","H5","H6","H7","H8","H9","H10","H11","H12"
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0855,0.1793,0.1802,0.184,0.1927,0.2146,0.1707,0.2048,0.1977,0.2017,NA,NA,NA,NA,NA,NA,0.1781,0.1764,0.1772,0.1817,0.1767,0.183,NA,NA,0.0851,0.2206,0.2481,0.2479,0.2105,0.2087,0.2123,0.4235,0.4252,0.4269,NA,NA,NA,NA,NA,NA,0.1834,0.2025,0.1931,0.2185,0.1654,0.2081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.264444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0848,0.2,0.1997,0.208,0.2174,0.2471,0.1914,0.2384,0.2323,0.2398,NA,NA,NA,NA,NA,NA,0.198,0.1975,0.1964,0.2052,0.199,0.207,NA,NA,0.0849,0.2537,0.2895,0.2895,0.2398,0.2388,0.2435,0.4779,0.4822,0.4852,NA,NA,NA,NA,NA,NA,0.212,0.2313,0.2229,0.2538,0.1857,0.2407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.528888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0851,0.234,0.2335,0.2426,0.2629,0.2988,0.2268,0.288,0.2823,0.2901,NA,NA,NA,NA,NA,NA,0.2316,0.2301,0.2296,0.2435,0.2348,0.2438,NA,NA,0.0847,0.3097,0.349,0.3495,0.2866,0.2858,0.2916,0.5436,0.5493,0.5511,NA,NA,NA,NA,NA,NA,0.2499,0.2765,0.2706,0.3008,0.2177,0.2871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.793333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0843,0.2831,0.2815,0.2926,0.3135,0.3493,0.2712,0.3309,0.3303,0.3332,NA,NA,NA,NA,NA,NA,0.2805,0.2787,0.277,0.288,0.2765,0.2825,NA,NA,0.0848,0.3627,0.4016,0.4043,0.3483,0.347,0.3548,0.6123,0.6178,0.6179,NA,NA,NA,NA,NA,NA,0.3052,0.3287,0.3231,0.3322,0.2399,0.3155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.13527777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0847,0.3152,0.3131,0.3293,0.3472,0.3833,0.2988,0.3667,0.3695,0.3745,NA,NA,NA,NA,NA,NA,0.3132,0.3147,0.3105,0.3393,0.328,0.3367,NA,NA,0.085,0.3998,0.443,0.4463,0.4033,0.4057,0.4106,0.655,0.6641,0.6535,NA,NA,NA,NA,NA,NA,0.3481,0.3674,0.3616,0.393,0.2943,0.3746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0848,0.3606,0.3589,0.3767,0.3924,0.428,0.3378,0.4139,0.4167,0.4217,NA,NA,NA,NA,NA,NA,0.3695,0.3705,0.3621,0.39,0.3813,0.3882,NA,NA,0.0851,0.4529,0.4951,0.4994,0.4498,0.4526,0.459,0.6763,0.6861,0.6741,NA,NA,NA,NA,NA,NA,0.3993,0.4215,0.414,0.44,0.3408,0.4232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.66416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0847,0.4063,0.4026,0.423,0.4345,0.4703,0.3783,0.4593,0.4621,0.4656,NA,NA,NA,NA,NA,NA,0.4352,0.4352,0.4232,0.4477,0.4367,0.4422,NA,NA,0.085,0.4986,0.541,0.5479,0.4988,0.5036,0.5093,0.6939,0.7077,0.693,NA,NA,NA,NA,NA,NA,0.4541,0.4731,0.4663,0.48,0.3751,0.4634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.92861111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0846,0.4461,0.4428,0.4631,0.473,0.5071,0.4147,0.495,0.499,0.501,NA,NA,NA,NA,NA,NA,0.4947,0.5013,0.4828,0.4941,0.4852,0.4919,NA,NA,0.085,0.5376,0.5805,0.5883,0.5477,0.5532,0.5577,0.7124,0.7236,0.7083,NA,NA,NA,NA,NA,NA,0.4987,0.513,0.5065,0.5153,0.4074,0.5007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.19305555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0847,0.4814,0.4771,0.501,0.5077,0.5399,0.4499,0.5279,0.5314,0.5347,NA,NA,NA,NA,NA,NA,0.538,0.5467,0.525,0.5383,0.5292,0.5372,NA,NA,0.0849,0.5726,0.6167,0.6246,0.5904,0.5969,0.603,0.7348,0.7443,0.7269,NA,NA,NA,NA,NA,NA,0.5319,0.5437,0.538,0.5476,0.4279,0.5317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.45722222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0848,0.5101,0.5055,0.5319,0.5341,0.5637,0.4746,0.5566,0.5597,0.5624,NA,NA,NA,NA,NA,NA,0.5771,0.5848,0.5631,0.5763,0.5633,0.5681,NA,NA,0.0849,0.6034,0.6575,0.6659,0.6275,0.6354,0.639,0.7599,0.7707,0.7502,NA,NA,NA,NA,NA,NA,0.5625,0.5716,0.5649,0.5734,0.4463,0.5552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.72166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085,0.5276,0.5222,0.5542,0.5496,0.5868,0.4879,0.5791,0.5857,0.5861,NA,NA,NA,NA,NA,NA,0.6092,0.6178,0.5938,0.6024,0.5874,0.5925,NA,NA,0.0848,0.6325,0.679,0.6875,0.6603,0.6702,0.67,0.7897,0.8056,0.782,NA,NA,NA,NA,NA,NA,0.5889,0.5976,0.5923,0.5898,0.4629,0.5755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.98583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085,0.5456,0.5433,0.5685,0.5732,0.5985,0.5062,0.592,0.6025,0.5986,NA,NA,NA,NA,NA,NA,0.6335,0.643,0.6183,0.6251,0.6086,0.6163,NA,NA,0.0848,0.6414,0.688,0.6955,0.6881,0.6979,0.6989,0.8236,0.8452,0.8154,NA,NA,NA,NA,NA,NA,0.6111,0.6204,0.6156,0.6029,0.475,0.5895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.25027777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0851,0.5657,0.5595,0.5919,0.5758,0.6009,0.5211,0.5969,0.6099,0.6035,NA,NA,NA,NA,NA,NA,0.6529,0.6635,0.6379,0.6458,0.6279,0.6369,NA,NA,0.0847,0.6499,0.6961,0.7033,0.712,0.7275,0.7242,0.8547,0.8768,0.8444,NA,NA,NA,NA,NA,NA,0.6297,0.6414,0.6366,0.6136,0.4801,0.5982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.51472222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0853,0.5703,0.5633,0.5991,0.5807,0.6063,0.524,0.6012,0.6154,0.6104,NA,NA,NA,NA,NA,NA,0.6702,0.6804,0.6549,0.666,0.6458,0.6567,NA,NA,0.0847,0.6609,0.7076,0.7135,0.7207,0.7428,0.7335,0.8954,0.9111,0.8774,NA,NA,NA,NA,NA,NA,0.6513,0.6637,0.658,0.6244,0.485,0.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.77888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0852,0.5733,0.567,0.6019,0.5863,0.6126,0.5271,0.6052,0.619,0.6159,NA,NA,NA,NA,NA,NA,0.6834,0.6934,0.668,0.6859,0.6626,0.6742,NA,NA,0.0846,0.6716,0.7187,0.7252,0.7323,0.7553,0.7457,0.933,0.9405,0.9065,NA,NA,NA,NA,NA,NA,0.6673,0.6796,0.6751,0.6318,0.4869,0.6126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.04333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0853,0.5771,0.5707,0.6056,0.5945,0.6203,0.5317,0.6104,0.6231,0.6239,NA,NA,NA,NA,NA,NA,0.6981,0.7098,0.6812,0.7008,0.6803,0.6866,NA,NA,0.0846,0.6843,0.7319,0.7372,0.7427,0.7585,0.7534,0.9642,0.9701,0.9332,NA,NA,NA,NA,NA,NA,0.6838,0.693,0.6877,0.6404,0.4901,0.6194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.3075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854,0.5818,0.5762,0.6101,0.6035,0.6288,0.5391,0.6161,0.6276,0.6313,NA,NA,NA,NA,NA,NA,0.711,0.7234,0.6935,0.7104,0.6893,0.6922,NA,NA,0.0845,0.6962,0.745,0.7504,0.7489,0.7632,0.7613,0.992,0.9912,0.9559,NA,NA,NA,NA,NA,NA,0.6987,0.7033,0.6963,0.6481,0.4925,0.6244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.57194444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0853,0.5872,0.5817,0.6158,0.6134,0.6386,0.5465,0.6215,0.6332,0.6411,NA,NA,NA,NA,NA,NA,0.7257,0.7356,0.7083,0.7182,0.6974,0.6999,NA,NA,0.0846,0.7106,0.758,0.7633,0.7547,0.7625,0.7639,1.0132,1.0073,0.9781,NA,NA,NA,NA,NA,NA,0.7128,0.7104,0.7037,0.6564,0.496,0.6302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.83611111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0851,0.5937,0.5877,0.6218,0.6234,0.6488,0.554,0.6281,0.6388,0.6498,NA,NA,NA,NA,NA,NA,0.7371,0.7481,0.719,0.725,0.7029,0.7068,NA,NA,0.0844,0.7255,0.7738,0.7784,0.7624,0.7698,0.7709,1.0366,1.0249,0.9993,NA,NA,NA,NA,NA,NA,0.7235,0.7186,0.7104,0.664,0.4991,0.6363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.10055555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0855,0.6029,0.5969,0.6299,0.6357,0.6621,0.5633,0.6365,0.6456,0.6593,NA,NA,NA,NA,NA,NA,0.7472,0.761,0.7303,0.7302,0.7091,0.7149,NA,NA,0.0846,0.7335,0.783,0.7891,0.7714,0.7793,0.7808,1.0521,1.04,1.0179,NA,NA,NA,NA,NA,NA,0.7264,0.7213,0.7141,0.6691,0.5023,0.6414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0853,0.6087,0.602,0.64,0.6417,0.6704,0.5719,0.641,0.6539,0.6651,NA,NA,NA,NA,NA,NA,0.7553,0.7709,0.7399,0.7355,0.715,0.7206,NA,NA,0.0845,0.7389,0.7898,0.795,0.7783,0.7912,0.7903,1.0623,1.0477,1.029,NA,NA,NA,NA,NA,NA,0.7312,0.7263,0.7194,0.6717,0.5033,0.6467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.62916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854,0.6139,0.6075,0.6458,0.6461,0.6766,0.5765,0.6457,0.6581,0.6707,NA,NA,NA,NA,NA,NA,0.762,0.7782,0.7446,0.7394,0.7193,0.7253,NA,NA,0.0845,0.7409,0.7951,0.8003,0.7883,0.8036,0.7967,1.0713,1.0544,1.0424,NA,NA,NA,NA,NA,NA,0.7357,0.7317,0.7246,0.6737,0.5066,0.6496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.89361111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0854,0.6212,0.6156,0.6524,0.6491,0.6816,0.5792,0.6498,0.6628,0.6757,NA,NA,NA,NA,NA,NA,0.768,0.7859,0.7501,0.7446,0.7244,0.7309,NA,NA,0.0845,0.744,0.7996,0.8042,0.7997,0.8183,0.8106,1.0823,1.0613,1.0548,NA,NA,NA,NA,NA,NA,0.7386,0.7362,0.7266,0.6745,0.5088,0.6521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
