"time","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","D12","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","E11","E12","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","H1","H2","H3","H4","H5","H6","H7","H8","H9","H10","H11","H12"
11.7086111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,102,98,113,105,113,96,89,96,93,NA,NA,NA,NA,NA,NA,106,115,110,96,95,94,NA,NA,15,104,116,117,133,136,138,54,55,55,NA,NA,NA,NA,NA,NA,102,91,89,63,48,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.9730555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,103,100,114,106,113,97,89,96,94,NA,NA,NA,NA,NA,NA,107,116,112,97,95,95,NA,NA,15,105,116,118,134,137,140,55,55,55,NA,NA,NA,NA,NA,NA,104,90,89,63,50,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.2372222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,104,100,114,106,113,97,90,97,94,NA,NA,NA,NA,NA,NA,107,116,111,97,94,95,NA,NA,15,105,116,118,134,138,141,55,55,55,NA,NA,NA,NA,NA,NA,104,91,89,64,49,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.5016666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,102,100,115,106,114,97,90,97,94,NA,NA,NA,NA,NA,NA,107,116,112,98,95,95,NA,NA,14,104,116,119,135,138,141,56,56,55,NA,NA,NA,NA,NA,NA,104,91,90,64,48,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.7658333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,104,101,116,106,114,97,91,97,95,NA,NA,NA,NA,NA,NA,108,116,112,99,95,94,NA,NA,14,106,117,119,136,139,141,56,55,56,NA,NA,NA,NA,NA,NA,105,90,90,64,49,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.0302777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,104,101,117,106,115,97,92,98,96,NA,NA,NA,NA,NA,NA,108,117,112,98,95,96,NA,NA,15,106,117,119,137,140,143,57,55,56,NA,NA,NA,NA,NA,NA,105,91,90,64,49,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.2947222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,105,103,116,107,114,97,91,99,97,NA,NA,NA,NA,NA,NA,109,117,113,99,96,96,NA,NA,14,106,117,119,137,142,143,57,55,57,NA,NA,NA,NA,NA,NA,106,91,91,64,49,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.5588888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,105,102,118,106,115,98,92,99,97,NA,NA,NA,NA,NA,NA,109,118,115,99,96,97,NA,NA,14,107,118,119,139,141,145,57,56,56,NA,NA,NA,NA,NA,NA,107,91,91,64,49,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.8233333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,106,103,118,107,115,98,93,100,97,NA,NA,NA,NA,NA,NA,109,119,114,99,96,97,NA,NA,14,106,117,119,139,143,145,57,57,57,NA,NA,NA,NA,NA,NA,107,92,91,64,49,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.0875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,107,104,118,108,114,99,93,100,97,NA,NA,NA,NA,NA,NA,109,118,114,98,96,97,NA,NA,14,106,118,120,140,143,146,58,56,56,NA,NA,NA,NA,NA,NA,107,92,92,64,50,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
