"time","od","flu","growth_rate","production_rate","phi","Condition"
0,0.153766666666667,2,0.956649731212667,0,13.0067201387383,"0"
0.264444444444444,0.192666666666667,2,1.15211828676107,32.7120467564188,10.3806228373702,"0"
0.528888888888889,0.251366666666667,3.66666666666667,0.802838042789057,50.146036401565,14.586924811033,"0"
0.793333333333333,0.304733333333333,7,0.38355037701925,35.1881079834175,22.9709035222052,"0"
1.13527777777778,0.3447,10.6666666666667,0.577170531060816,47.4887145809532,30.9447829030075,"0"
1.4,0.397366666666667,15,0.445837303785145,63.5095874337814,37.7485110309538,"0"
1.66416666666667,0.444166666666667,21.6666666666667,0.337427278603749,82.2993362448168,48.780487804878,"0"
1.92861111111111,0.4838,31.3333333333333,0.280864722904458,62.5301794963542,64.7650544302053,"0"
2.19305555555556,0.519733333333333,39.3333333333333,0.274103196171133,70.407375455827,75.6798358132376,"0"
2.45722222222222,0.557366666666667,49,0.163961284531754,49.7537690992909,87.9134023084744,"0"
2.72166666666667,0.581533333333333,56.3333333333333,0.056198649568872,26.0379843562343,96.8703427719821,"0"
2.98583333333333,0.590166666666667,60.3333333333333,0.0527553580031284,14.9509111749755,102.231008189777,"0"
3.25027777777778,0.5984,62.6666666666667,0.0688811620905048,23.17103311913,104.723707664884,"0"
3.51472222222222,0.6093,66.3333333333333,0.0699980999036482,14.4966479090398,108.868100005471,"0"
3.77888888888889,0.620566666666667,68.6666666666667,0.0769830411618914,2.03121480638232,110.651555030349,"0"
4.04333333333333,0.6332,69,0.0767221125084943,9.96391071538887,108.97030953885,"0"
4.3075,0.646033333333333,70.6666666666667,0.0780457686402562,9.75572108003199,109.385480625355,"0"
4.57194444444444,0.659366666666667,72.3333333333333,0.0887956562848997,19.1369948889871,109.701228451544,"0"
4.83611111111111,0.674833333333333,75.6666666666667,0.0509929830168676,3.73574967156529,112.12645097555,"0"
5.10055555555556,0.683933333333333,76.3333333333333,0.033911605386866,7.37208812757976,111.609318647042,"0"
5.365,0.690066666666667,77.6666666666667,0.0230398806314761,3.65712390975798,112.549512124432,"0"
5.62916666666667,0.694266666666667,78.3333333333333,0.0208792946792693,9.07795420837819,112.828884194354,"0"
5.89361111111111,0.6981,80,0.0160869272477759,7.23007966192146,114.596762641455,"0"
6.15777777777778,0.701066666666667,81.3333333333333,0.0221151602520049,10.7878830497585,116.013693419551,"0"
6.42222222222222,0.705166666666667,83.3333333333333,0.0352142747905115,3.57505327822458,118.175372252423,"0"
6.68666666666667,0.711733333333333,84,0.0313802709695263,10.6373799896699,118.021730985388,"0"
6.95083333333333,0.717633333333333,86,0.0374128935330926,0,119.838357564216,"0"
7.21527777777778,0.724733333333333,86,0.0318620402674669,10.4465705794974,118.664336307607,"0"
7.47944444444444,0.730833333333333,88,0.0381169571591463,6.89899677088622,120.410490307868,"0"
7.74388888888889,0.7382,89.3333333333333,0.0302234142098998,3.41507505196609,121.015081730335,"0"
8.00833333333333,0.7441,90,0.0203493560488672,6.7831186829557,120.951485015455,"0"
8.2725,0.7481,91.3333333333333,0.0163439256199739,5.054822356693,122.087065009134,"0"
8.53694444444444,0.751333333333333,92.3333333333333,0.0172983745685905,-1.67945384161068,122.892635314996,"0"
8.80111111111111,0.754766666666667,92,0.0123584301008305,8.35029060866945,121.89197544495,"0"
9.06555555555556,0.757233333333333,93.6666666666667,0.0404502162708636,1.66461795353346,123.695910551569,"0"
9.33,0.765333333333333,94,0.0451752602248871,9.89239274997529,122.822299651568,"0"
9.59416666666667,0.774466666666667,96,0.0203447135934514,0,123.956270982181,"0"
9.85861111111111,0.778633333333333,96,0.00858901985643657,-3.2411395684666,123.292949184469,"0"
10.1227777777778,0.7804,95.3333333333333,0.000969121631225421,4.84560815612764,122.159576285665,"0"
10.3872222222222,0.7806,96.3333333333333,0.00258637899666302,0,123.409343240243,"0"
10.6513888888889,0.781133333333333,96.3333333333333,0.000161368635531347,1.6136863553137,123.325083212426,"0"
10.9158333333333,0.781166666666667,96.6666666666667,-0.00274314974549636,1.61361749735095,123.746532963516,"0"
11.1802777777778,0.7806,97,-0.00242473030937162,6.46594749165689,124.263387138099,"0"
11.4444444444444,0.7801,98.3333333333333,-0.00210057103215574,-4.84747161266762,126.052215527924,"0"
11.7088888888889,0.779666666666667,97.3333333333333,-0.00258947513227254,3.23684391534038,124.839675074818,"0"
11.9730555555556,0.779133333333333,98,-0.00323565723029197,0,125.780782065543,"0"
12.2375,0.778466666666667,98,-0.0030765067866657,4.85764229473585,125.888498758243,"0"
12.5019444444444,0.777833333333333,99,-0.0022711311517409,4.86670961087275,127.27662309835,"0"
12.7661111111111,0.777366666666667,100,-0.00389161281767555,-4.8645160220943,128.639423695382,"0"
13.0305555555556,0.776566666666667,99,-0.00259981213649146,4.87464775592203,127.484225436752,"0"
13.2947222222222,0.776033333333333,100,-0.00146186218140918,3.24858262535292,128.860444138997,"0"
13.5591666666667,0.775733333333333,100.666666666667,-0.00341233090004613,-3.24983895242526,129.769680302509,"0"
13.8236111111111,0.775033333333333,100,-0.0014652875416503,3.25619453700105,129.026708528665,"0"
14.0877777777778,0.774733333333333,100.666666666667,-0.00455564723092579,-3.25403373637556,129.937182686516,"0"
14.3522222222222,0.7738,100,-0.00195683068441002,4.89207671102422,129.23235978289,"0"
14.6163888888889,0.7734,101,-0.000977893096726557,0,130.59219032842,"0"
14.8808333333333,0.7732,101,-0.00358653549365958,-3.26048681241769,130.625969994827,"0"
15.1452777777778,0.772466666666667,100.333333333333,-0.000490052078923379,3.26701385948957,129.886942262881,"0"
